keyword_searched,dc_title,dc_creator,dc_publisher,dc_date,dc_type,dc_format,dc_language,dc_source,dc_relation,dc_description,ark,gallica_url,year,journal_title
typhus,"Bulletin d'Espalion : journal littéraire, administratif et judiciaire [""puis"" journal littéraire, agricole, administratif et judiciaire de l'arrondissement]",,[s.n.] (Espalion),1865-10-07,texte,,fre,"Archives éditeur Bulletin d'Espalion, Bulespalion",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344012848,07 octobre 1865,https://gallica.bnf.fr/ark:/12148/bd6t53580899w,https://gallica.bnf.fr/ark:/12148/bd6t53580899w,1865,"Archives éditeur Bulletin d'Espalion, Bulespalion"
épidémie,"La France médicale : historique, scientifique, littéraire",,[s.n.] (Paris),1866-12-15,texte,,fre,"Bibliothèque de l'Académie nationale de médecine, 2015-115544",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34482790g,15 décembre 1866,https://gallica.bnf.fr/ark:/12148/bpt6k9609467m,https://gallica.bnf.fr/ark:/12148/bpt6k9609467m,1866,"Bibliothèque de l'Académie nationale de médecine, 2015-115544"
épidémie,"Annales de la Société d'agriculture, arts et commerce du département de la Charente","Société d'agriculture, arts et commerce de la Charente. Auteur du texte",Société d'agriculture arts et commerce du département de la Charente (Angoulême),1849,texte,Nombre total de vues : 19831,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32693936r,1849,https://gallica.bnf.fr/ark:/12148/bpt6k209056v,https://gallica.bnf.fr/ark:/12148/bpt6k209056v,1849,Bibliothèque nationale de France
choléra,Le Courrier du Pas-de-Calais,,A. Tierny (Arras),1849-10-05,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-12763",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751304b,05 octobre 1849,https://gallica.bnf.fr/ark:/12148/bd6t511993815,https://gallica.bnf.fr/ark:/12148/bd6t511993815,1849,"Bibliothèque nationale de France, département Droit, économie, politique, JO-12763"
choléra,"Le Figaro : journal littéraire : théâtre, critique, sciences, arts, moeurs, nouvelles, scandale, économie domestique, biographie, bibliographie, modes, etc., etc.",,Jourdan fils (Paris),1832-03-30,texte,Nombre total de vues : 13022,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344484501,30 mars 1832,https://gallica.bnf.fr/ark:/12148/bpt6k2672974,https://gallica.bnf.fr/ark:/12148/bpt6k2672974,1832,Bibliothèque nationale de France
épidémie,Bulletin de la médecine et de la pharmacie militaires,,[s.n.] (Paris),1865-10-01,texte,,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34423337x,01 octobre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k6397321s,https://gallica.bnf.fr/ark:/12148/bpt6k6397321s,1865,"Bibliothèque nationale de France, département Sciences et techniques, 8-T38-7"
variole,Journal des travaux de la Société française de statistique universelle,Société française de statistique universelle. Auteur du texte,[s.n.] (Paris),1847-04-01,texte,Nombre total de vues : 2397,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, G-3382",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32800524d,01 avril 1847,https://gallica.bnf.fr/ark:/12148/bpt6k6523419c,https://gallica.bnf.fr/ark:/12148/bpt6k6523419c,1847,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, G-3382"
variole,L'Éclaireur de l'arrondissement de Coulommiers : Feuille d'annonces légales et avis divers,,[s.n.] (Coulommiers),1870-07-09,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1594",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32763950v,09 juillet 1870,https://gallica.bnf.fr/ark:/12148/bpt6k4405622z,https://gallica.bnf.fr/ark:/12148/bpt6k4405622z,1870,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1594"
typhus,La Presse,,[s.n.] (Paris),1865-10-04,texte,Nombre total de vues : 124274,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34448033b,04 octobre 1865,https://gallica.bnf.fr/ark:/12148/bpt6k511656c,https://gallica.bnf.fr/ark:/12148/bpt6k511656c,1865,Bibliothèque nationale de France
contagion,Gazette nationale ou le Moniteur universel,France. Auteur du texte,[s.n.] (Paris),1840-10-13,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-113",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34452336z,13 octobre 1840,https://gallica.bnf.fr/ark:/12148/bpt6k44292958,https://gallica.bnf.fr/ark:/12148/bpt6k44292958,1840,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-113"
choléra,Journal des débats politiques et littéraires,,[s.n.] (Paris),1832-05-08,texte,Nombre total de vues : 200316,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb39294634r,08 mai 1832,https://gallica.bnf.fr/ark:/12148/bpt6k437675m,https://gallica.bnf.fr/ark:/12148/bpt6k437675m,1832,Bibliothèque nationale de France
choléra,Courrier du Midi : journal de l'Hérault,,[s.n.] (Montpellier),1835-07-22,texte,,fre,"Montpellier Méditerranée Métropole - Médiathèque centrale Emile Zola, 1497",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751287k,22 juillet 1835,https://gallica.bnf.fr/ark:/12148/bpt6k13365892,https://gallica.bnf.fr/ark:/12148/bpt6k13365892,1835,"Montpellier Méditerranée Métropole - Médiathèque centrale Emile Zola, 1497"
choléra,"Courrier des théâtres : littérature, beaux-arts, sciences ...",,[s.n.] (Paris),1841-05-28,texte,,fre,"Bibliothèque nationale de France, département Littérature et art, Z-5398",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32751100d,28 mai 1841,https://gallica.bnf.fr/ark:/12148/bd6t5396165p,https://gallica.bnf.fr/ark:/12148/bd6t5396165p,1841,"Bibliothèque nationale de France, département Littérature et art, Z-5398"
choléra,Journal politique et littéraire de Toulouse et de la Haute-Garonne,,[s.n.] (Toulouse),1832-04-05,texte,,fre,"Bibliothèque municipale de Toulouse, P 018",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32802237d,05 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k5361549n,https://gallica.bnf.fr/ark:/12148/bpt6k5361549n,1832,"Bibliothèque municipale de Toulouse, P 018"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1849-08-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 août 1849,https://gallica.bnf.fr/ark:/12148/bpt6k6459690t,https://gallica.bnf.fr/ark:/12148/bpt6k6459690t,1849,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
typhus,"Journal de Limoux : sciences, littérature, industrie, annonces judiciaires et avis divers",,[s.n.] (Limoux),1845-01-19,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-85954",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798384b,19 janvier 1845,https://gallica.bnf.fr/ark:/12148/bpt6k72592794,https://gallica.bnf.fr/ark:/12148/bpt6k72592794,1845,"Bibliothèque nationale de France, département Droit, économie, politique, JO-85954"
choléra,Le Messager du Midi : journal du soir,,[s.n.] (Montpellier),1849-07-12,texte,,fre,"Montpellier Méditerranée Métropole - Médiathèque centrale Emile Zola, 1540",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34407648z,12 juillet 1849,https://gallica.bnf.fr/ark:/12148/bpt6k7378700z,https://gallica.bnf.fr/ark:/12148/bpt6k7378700z,1849,"Montpellier Méditerranée Métropole - Médiathèque centrale Emile Zola, 1540"
choléra,Le Mémorial bordelais : feuille politique et littéraire,,[s.n.] (Bordeaux),1831-07-09,texte,,fre,"Bibliothèque municipale de Bordeaux, P 351 Rés.",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328137853,09 juillet 1831,https://gallica.bnf.fr/ark:/12148/bd6t5489860r,https://gallica.bnf.fr/ark:/12148/bd6t5489860r,1831,"Bibliothèque municipale de Bordeaux, P 351 Rés"
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1869,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1869,https://gallica.bnf.fr/ark:/12148/bpt6k63409768,https://gallica.bnf.fr/ark:/12148/bpt6k63409768,1869,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
épidémie,"Annales de la Société d'agriculture, arts et commerce du département de la Charente","Société d'agriculture, arts et commerce de la Charente. Auteur du texte",Société d'agriculture arts et commerce du département de la Charente (Angoulême),1856,texte,Nombre total de vues : 19831,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32693936r,1856,https://gallica.bnf.fr/ark:/12148/bpt6k2090632,https://gallica.bnf.fr/ark:/12148/bpt6k2090632,1856,Bibliothèque nationale de France
contagion,"Moniteur algérien : journal officiel de la colonie : annonces légales, judiciaires, administratives, commerciales et maritimes",Algérie (Période coloniale). Auteur du texte,[s.n.] (Alger),1854-11-20,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328185387,20 novembre 1854,https://gallica.bnf.fr/ark:/12148/bpt6k4889588s,https://gallica.bnf.fr/ark:/12148/bpt6k4889588s,1854,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3026"
typhus,Le Moniteur de la Lozère : journal d'annonces,Union républicaine (France). Auteur du texte,[s.n.] (Mende),1865-09-23,texte,,fre,"Archives départementales de la Lozère, 1 PER 204",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328188053,23 septembre 1865,https://gallica.bnf.fr/ark:/12148/bd6t53545220w,https://gallica.bnf.fr/ark:/12148/bd6t53545220w,1865,"Archives départementales de la Lozère, 1 PER 204"
typhus,"Gazette alimentaire : journal du commerce des denrées / M. Pawlowski, rédact. en chef",,au bureau du journal (Paris),1856-02-18,texte,Nombre total de vues : 258,fre,"Bibliothèque nationale de France, V-4975-4977",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32780067s,18 février 1856,https://gallica.bnf.fr/ark:/12148/bpt6k5823215j,https://gallica.bnf.fr/ark:/12148/bpt6k5823215j,1856,"Bibliothèque nationale de France, V-4975-4977"
épidémie,Bulletin de la Société des sciences historiques et naturelles de l'Yonne,Société des sciences historiques et naturelles de l'Yonne. Auteur du texte,Perriquet (Auxerre),1859,texte,Nombre total de vues : 51120,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34354407z,1859,https://gallica.bnf.fr/ark:/12148/bpt6k298645w,https://gallica.bnf.fr/ark:/12148/bpt6k298645w,1859,Bibliothèque nationale de France
typhus,Le Châtillonnais et l'Auxois : journal des arrondissements de Châtillon et Semur : paraissant les jeudi et dimanche dans celui de Châtillon et le samedi dans celui de Semur,,[s.n.] (Châtillon-sur-Seine),1864-02-04,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-12277",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32740490k,04 février 1864,https://gallica.bnf.fr/ark:/12148/bd6t51201115r,https://gallica.bnf.fr/ark:/12148/bd6t51201115r,1864,"Bibliothèque nationale de France, département Droit, économie, politique, JO-12277"
choléra,"Journal de Savoie : feuille politique, religieuse, littéraire, et contenant ce qui intéresse l'agriculture et les arts",,[s.n.] (Chambéry),1831-07-23,texte,,fre,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124 (5)",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798895c,23 juillet 1831,https://gallica.bnf.fr/ark:/12148/bd6t5734598x,https://gallica.bnf.fr/ark:/12148/bd6t5734598x,1831,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LC9-124"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1862-01-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 janvier 1862,https://gallica.bnf.fr/ark:/12148/bpt6k62831732,https://gallica.bnf.fr/ark:/12148/bpt6k62831732,1862,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
choléra,"Journal des commissions sanitaires établies dans le département de la Seine : contenant les travaux de ces commissions, les actes, décisions et instructions de l'administration qui leur sont relatifs : publié sous les auspices de M. le préfet de police",,[s.n.] (Paris),1831,texte,,fre,"Bibliothèque nationale de France, département Sciences et techniques, 8-T36-7",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32799411n,1831,https://gallica.bnf.fr/ark:/12148/bpt6k1414798s,https://gallica.bnf.fr/ark:/12148/bpt6k1414798s,1831,"Bibliothèque nationale de France, département Sciences et techniques, 8-T36-7"
choléra,Gazette nationale ou le Moniteur universel,France. Auteur du texte,[s.n.] (Paris),1832-04-21,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-113",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34452336z,21 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k4426358d,https://gallica.bnf.fr/ark:/12148/bpt6k4426358d,1832,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-113"
contagion,Recueil de médecine vétérinaire,,Gabon (Paris),1849-11-01,texte,Nombre total de vues : 108111,fre,"Ecole nationale vétérinaire d'Alfort, 2012-67831",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb375835704,01 novembre 1849,https://gallica.bnf.fr/ark:/12148/bpt6k6459692n,https://gallica.bnf.fr/ark:/12148/bpt6k6459692n,1849,"Ecole nationale vétérinaire d'Alfort, 2012-67831"
choléra,"L'Écho français : journal universel, politique, littéraire, du commerce, des arts, sciences, théâtres, modes, etc.",,[s.n.] (Paris),1832-04-01,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1216",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32762694d,01 avril 1832,https://gallica.bnf.fr/ark:/12148/bpt6k67382761,https://gallica.bnf.fr/ark:/12148/bpt6k67382761,1832,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-1216"
variole,"Le Languedocien : journal des intérêts du département de l'Hérault, agricole, industriel, commercial et littéraire [""puis"" journal vinicole de l'Hérault ""puis"" journal de la vigne, des vins et des spiritueux du Midi ""puis"" sportif, régionaliste, agricole, commercial]",,[s.n.] (Pézenas),1845-11-30,texte,,fre,"Bibliothèque nationale de France, département Droit, économie, politique, JO-86302",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32805079h,30 novembre 1845,https://gallica.bnf.fr/ark:/12148/bd6t51281479x,https://gallica.bnf.fr/ark:/12148/bd6t51281479x,1845,"Bibliothèque nationale de France, département Droit, économie, politique, JO-86302"
variole,"Journal de Perpignan et des Pyrénées-Orientales : exclusivement consacré aux annonces judiciaires, aux avis divers, au commerce, à l'agriculture, à la jurisprudence, aux lettres et aux arts",,Mlle Tastu (Perpignan),1830-01-09,texte,,fre,"Médiathèque de Perpignan, JPO",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32798691f,09 janvier 1830,https://gallica.bnf.fr/ark:/12148/bd6t537275155,https://gallica.bnf.fr/ark:/12148/bd6t537275155,1830,"Médiathèque de Perpignan, JPO"
choléra,Journal de médecine et de chirurgie pratiques : à l'usage des médecins praticiens,,Impr. de Plassan (Paris),1849,texte,Nombre total de vues : 68665,fre,Bibliothèque nationale de France,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34348793z,1849,https://gallica.bnf.fr/ark:/12148/bpt6k209662j,https://gallica.bnf.fr/ark:/12148/bpt6k209662j,1849,Bibliothèque nationale de France
variole,Rapport sur les vaccinations pratiquées en France ...,France. Comité central de vaccine. Auteur du texte,Imprimerie impériale (Paris),1836,texte,Nombre total de vues : 9788,fre,"Bibliothèque de l'Académie nationale de médecine, 2012-195998",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32848237p,1836,https://gallica.bnf.fr/ark:/12148/bpt6k63448624,https://gallica.bnf.fr/ark:/12148/bpt6k63448624,1836,"Bibliothèque de l'Académie nationale de médecine, 2012-195998"
